1	0.990952	-0.339896	0.977426	5.07026	-0.958671
2	5.5086	-0.590182	0.619436	0.355914	-0.351942
3	0.342797	-0.482068	0.185966	5.02621	-0.676681
4	5.82937	0.434217	-0.476049	0.625505	0.213258
5	-0.0448861	5.35769	-0.202902	0.586804	0.637383
6	-0.682039	5.44165	-0.831367	-0.72491	-0.142926
7	0.729992	-0.254963	6.68301	-0.695885	-0.920141
8	-0.390229	0.579058	0.746027	0.133704	6.81785
9	0.441325	-0.110816	0.0296326	0.752306	6.98561
10	0.324603	0.949467	5.49508	-0.571309	-0.811939
11	-0.901742	0.117733	6.2984	-0.841855	0.513345
12	-0.453887	0.449011	0.205879	5.99365	0.0510242
13	0.845867	0.390224	-0.123126	5.36805	-0.388833
14	-0.237678	-0.349661	5.63941	-0.212152	0.12178
15	-0.100685	0.41837	6.60423	0.615633	-0.776154
16	6.37636	-0.801783	-0.443612	0.657207	0.0561317
17	6.3327	-0.152463	-0.966638	0.562534	0.275296
18	-0.681138	0.718434	6.59614	0.399454	0.691606
19	6.97135	0.971743	0.542354	0.238869	-0.501248
20	5.01425	-0.238014	-0.39486	-0.580187	-0.30143
21	0.537672	0.918975	-0.612402	5.67276	-0.397176
22	0.975424	-0.711436	-0.920151	6.36589	-0.481896
23	-0.87939	0.814306	-0.696261	6.84808	0.242025
24	6.0654	-0.994657	-0.652369	0.0747217	-0.987112
25	-0.016795	5.16976	0.724263	-0.376692	-0.578931
26	-0.63869	-0.731596	0.803138	0.033537	5.41725
27	0.560879	5.56491	-0.757259	0.264339	-0.298786
28	0.200937	6.63604	0.291894	-0.0960449	-0.588638
29	0.339661	-0.465209	6.61366	0.305531	-0.0448242
30	-0.546633	-0.0749244	6.99443	-0.525125	0.726336
31	5.76157	-0.175286	0.930379	0.974601	-0.553383
32	0.0131413	-0.743931	0.155302	6.26363	0.852465
33	-0.191738	5.96448	-0.53646	-0.0300082	0.250588
34	6.93438	0.634501	0.898257	0.452115	-0.744994
35	6.3389	0.964723	0.813799	-0.993038	-0.824681
36	-0.378263	0.377452	5.56549	0.0666975	-0.849657
37	0.246468	-0.0254855	0.49172	6.92438	-0.636979
38	6.55747	-0.789265	0.99421	-0.265541	-0.240865
39	6.6554	0.163693	-0.771514	0.298304	-0.15084
40	0.883051	6.46043	0.0485452	-0.579862	0.293821
41	-0.0183136	-0.875591	6.67034	-0.888325	0.7724
42	6.97006	0.222986	0.22954	-0.761376	-0.319865
43	-0.251947	0.841322	0.831042	-0.607682	5.92372
44	6.07433	0.639822	-0.417215	-0.310879	0.150881
45	0.120444	-0.0747679	5.92448	0.86623	-0.699604
46	5.65264	0.778765	-0.771123	-0.21269	0.202876
47	6.34598	-0.123198	0.676883	0.442674	0.0180173
48	0.65256	-0.99499	-0.420882	-0.481196	5.90925
49	6.94914	0.141941	0.39956	0.778152	0.674227
50	-0.67777	0.823893	-0.773502	6.96908	0.0498818
51	-0.335641	6.65173	0.00936913	-0.829835	0.92668
52	-0.46855	0.62491	-0.397065	6.16975	-0.724206
53	0.823796	-0.242472	6.04171	-0.27456	-0.692989
54	0.745836	5.66226	0.842698	-0.974003	0.345705
