1	27.4929	19.0522
2	25.1504	20.1815
3	26.1877	20.2558
4	25.3825	18.6705
5	30.6443	60.4646
6	57.7526	26.0651
7	33.2379	60.5642
8	28.6763	19.1813
9	58.9174	26.0145
10	27.5028	15.9261
11	24.3409	15.6068
12	34.9904	62.7393
13	29.5122	18.9528
14	59.137	23.8572
15	60.2172	25.2606
16	36.2466	55.0322
17	28.0372	17.8169
18	58.1026	23.1435
19	25.8163	18.2156
20	59.6321	27.1297
21	26.0538	22.071
22	26.8293	16.5762
23	29.9879	60.5869
24	26.3319	20.6028
25	56.8522	28.0004
26	27.013	20.4334
27	27.3987	14.7103
28	28.0268	19.2499
29	59.8944	27.7171
30	26.1212	19.7271
31	59.3001	27.5204
32	26.0796	19.7807
33	27.7736	18.7993
34	26.3884	17.5752
35	31.5572	62.6826
36	32.2232	60.68
37	33.4969	59.232
38	62.0483	27.6311
39	32.9805	61.4415
40	59.1968	24.7844
41	57.6933	29.5197
42	30.0184	21.3007
43	23.3393	21.1627
44	58.9586	25.4057
45	25.8217	18.3187
46	26.8525	22.6641
47	27.6795	21.0679
48	26.2355	14.033
49	37.1084	60.4279
50	55.5284	24.9015
51	36.2953	56.7495
52	27.5652	18.8986
53	36.4819	59.4879
54	37.3856	56.9864
55	32.4892	18.3057
56	29.3363	18.5229
57	59.1957	28.9422
58	56.8328	25.5805
59	28.9549	60.939
60	33.5968	61.0297
61	34.4393	57.9345
62	30.7901	19.3974
63	34.5675	57.0191
64	54.3296	25.2619
65	30.3218	60.0023
66	24.2743	19.5661
67	24.9426	18.5687
68	27.3238	19.542
69	36.0223	54.6888
70	57.6326	27.3638
71	31.3909	59.7151
72	28.3095	17.2165
73	24.521	23.8054
74	57.5572	29.3032
75	28.1107	21.0189
76	57.451	24.0672
77	56.8016	29.3734
78	33.9881	57.1145
79	25.1198	15.7052
80	25.4068	18.8633
81	25.5097	16.9448
82	55.7844	23.2077
83	23.7433	17.5695
84	31.2953	15.6757
85	28.6282	16.6162
86	32.1714	17.4654
87	30.9088	18.0719
88	32.7024	62.7701
89	29.4269	20.0277
90	37.6495	58.4448
91	58.6838	23.9509
92	30.8382	18.7294
93	52.7917	26.7071
94	25.0415	19.9798
95	58.9757	24.7458
96	20.6434	20.5147
97	27.9432	18.7323
98	27.7831	17.5846
99	56.7908	22.9926
100	57.8558	24.6255
101	31.6922	59.1656
102	25.1688	18.4221
103	32.9653	57.3461
104	27.9423	16.56
105	28.0303	19.4559
106	58.6266	25.171
107	59.6555	23.5863
108	25.9775	14.8903
109	24.183	19.4222
110	59.1098	29.0028
111	28.7333	26.6084
112	24.604	19.1972
113	33.0347	62.048
114	26.4896	19.0459
115	23.6955	15.6929
116	33.6795	59.696
117	33.8631	59.8587
118	29.1753	16.9191
119	28.7699	22.8139
120	55.7119	24.1703
121	26.6333	16.8926
122	26.7766	24.4553
123	60.7689	27.4651
124	29.9642	17.4036
125	27.2339	19.2568
126	26.2838	18.1086
127	33.392	61.4784
128	56.48	26.121
129	57.3501	24.8887
130	31.1962	60.5003
131	25.1352	18.3064
132	33.026	63.7662
133	24.2303	20.8379
134	55.3526	23.0613
135	26.5516	17.4962
136	31.2824	17.8633
137	22.1396	18.4817
138	26.5215	18.5061
139	60.9193	26.6222
140	60.0914	26.3955
141	58.8517	24.3841
142	31.8165	63.4277
143	58.8656	25.3315
144	29.1706	21.5442
145	25.3303	19.0239
146	26.76	20.6901
147	59.0738	25.4078
148	28.8405	19.4723
149	32.0043	61.2123
150	59.5085	24.532
151	55.8447	25.2836
152	22.1552	14.8904
153	28.4356	13.3431
154	29.1871	19.6343
155	24.224	21.2381
156	23.2456	16.1874
157	58.3278	27.3396
158	25.4576	20.3429
159	27.6505	17.1085
160	27.5026	19.3652
161	25.6233	18.9525
162	30.9916	16.9455
163	59.0869	25.634
164	27.0308	20.0613
165	25.7456	19.4417
166	26.1245	17.8501
167	26.5263	21.2386
168	28.3603	20.9024
169	27.2238	20.5126
170	33.7199	57.2299
171	26.3524	16.9444
172	27.3394	20.3376
173	26.5113	18.8413
174	28.7825	18.8396
175	58.4354	23.1002
176	26.5161	17.683
177	38.7115	58.5322
178	56.6088	26.478
179	24.9667	19.0461
180	26.943	20.407
181	26.3571	18.7906
182	59.782	26.855
183	34.0601	59.4402
184	29.7784	17.1573
185	28.3015	20.5153
186	25.2256	22.493
187	30.5055	18.7628
188	27.0138	21.0479
189	26.6903	16.123
190	58.2932	23.6175
191	24.5328	16.2044
192	58.9962	27.096
193	56.933	24.7022
194	26.7133	20.129
195	27.8153	18.5879
196	25.916	20.355
197	25.4093	19.2399
198	24.3227	20.0433
199	31.9508	60.4213
200	26.2637	20.5931
201	26.6576	19.5919
202	34.9809	57.7723
203	35.6293	58.8078
204	55.9295	30.171
205	32.8061	63.1218
206	27.5131	20.7384
207	29.7607	18.0309
208	56.0502	27.0528
209	59.0954	25.9023
210	29.0775	18.3346
211	31.0856	19.9289
212	25.8195	17.3023
213	28.2161	19.3467
214	56.0582	24.2744
215	30.0319	63.4033
216	25.8588	22.323
217	25.4347	19.4934
218	31.3723	59.6422
219	34.4486	59.1784
220	25.0552	15.0706
221	24.4035	22.1354
222	28.2368	23.1454
223	27.5504	22.3791
224	27.6225	19.7693
225	23.9158	18.6354
226	26.3578	21.732
227	55.4991	24.6743
228	30.6188	18.0136
229	55.1548	26.1967
230	105.827	94.1519
231	34.887	57.3654
232	34.1313	59.0559
233	29.1478	20.4182
234	28.5717	19.234
235	26.945	16.6909
236	29.6313	14.6487
237	29.2227	19.1025
238	32.0402	57.8193
